\Pi_{1}=\frac{\lambda_{TAS}*W_{TAS}}{c_{TAS}},\Pi_{2}=\frac{\mu_{TAS}}{\lambda_{TAS}},\Pi_{3}=\frac{\chi_{TAS}}{\lambda_{TAS}},\Pi_{4}=\frac{K_{TAS}}{c_{TAS}},\Pi_{5}=\frac{L_{TAS}}{c_{TAS}},O=\Pi_{Occ}=\frac{L}{K},\eta=\Pi_{Eff}=\frac{\chi}{\mu},S=\Pi_{Stall}=\ln(\frac{\lambda*W}{K}),\Pi_{Occ},\Pi_{Eff},\Pi_{Stall}
14635239.313776132,0.1401126318476489,1.0,10.0,0.0027352927781936756,0.00027352927781936756,0.1401126318476489,14.19635842041661,0.00027352927781936756,0.1401126318476489,14.19635842041661
478213.0657398122,0.38723380009223274,1.0,2.5,0.6034309581802264,0.24137238327209057,0.38723380009223274,12.16152615229214,0.24137238327209057,0.38723380009223274,12.16152615229214
924473.7203942938,0.24176039847778943,1.0,3.0,0.008450923649960234,0.0028169745499867444,0.24176039847778943,12.638370860071644,0.0028169745499867444,0.24176039847778943,12.638370860071644
37386380.26553677,0.33402363299480814,1.0,1.5,0.01634623796643748,0.010897491977624987,0.33402363299480814,17.031351964051257,0.010897491977624987,0.33402363299480814,17.031351964051257
28930.907596390032,0.30666445420805455,1.0,5.0,0.050808772480689254,0.010161754496137852,0.30666445420805455,8.6634006678139,0.010161754496137852,0.30666445420805455,8.6634006678139
984911.0164703835,0.3941919333305049,1.0,4.5,0.005023566774937943,0.0011163481722084316,0.3941919333305049,12.29623374961866,0.0011163481722084316,0.3941919333305049,12.29623374961866
5463546.166744983,1.0211246277104684,1.0,11.0,0.7054819906331073,0.06413472642119158,1.0211246277104684,13.115715358532336,0.06413472642119158,1.0211246277104684,13.115715358532336
87726826.62754266,0.327954289558315,1.0,4.0,3.203299349024777,0.8008248372561942,0.327954289558315,16.903443985893514,0.8008248372561942,0.327954289558315,16.903443985893514
531743.9420696711,0.31678655757483176,1.0,6.0,0.2821362720266253,0.04702271200443754,0.31678655757483176,11.392169154891633,0.04702271200443754,0.31678655757483176,11.392169154891633
392869.0189958565,0.16574010616763918,1.0,4.5,0.004528715833208501,0.001006381296268556,0.16574010616763918,11.377165607659109,0.001006381296268556,0.16574010616763918,11.377165607659109
